
fun_coils_simple#1 - J=2.7e-02, Jf=2.7e-02, ⟨B·n⟩=5.9e-02, C-C-Sep=0.18 Jf=2.7e-02, J_length=9.3e-07, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=2.0e-37, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 2.5])=9.3, curvature=[0.9, 2.5], mean squared curvature=[0.9, 6.1]
 Quasisymmetry objective=0.007463527883789513
 aspect=3.5046994698528815
 mean iota=-0.3300378143031168

fun#186 - J=8.8e-03, Jf=1.1e-06, ⟨B·n⟩=2.0e-04, , C-C-Sep=0.26
Jf=1.1e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=2.4e-07, J_LENGTH_PENALTY=9.2e-09
 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 9.7]
 surface dofs=0.026381765828606768, 0.0017645144106550718, -0.00013664582397119278, 0.00038744480753306844, 0.0022185890585695047, 0.016103238930116993, 0.07005466707899281, -0.048617877956603335, -0.0011695036019164244, 0.0001245028686287606, 0.000205491056714992, 0.001079384853491316, 0.004499049514316176, 0.006559252534727383, 0.011347924397407482, -0.00041635967067699413, 9.371017757371536e-05, 6.410677716779338e-05, 0.00024544669382291467, -0.00012462868484702165, -0.0013328326933866768, -0.002863342224615286, 0.00023408544133691746, 3.3060484040164475e-05, 0.023467158371875577, 0.001143405476488668, -8.173713085965889e-05, -0.0002525966679897139, -0.0029412220634586076, -0.02094682605651687, -0.10517712334478398, -0.026430264372381378, -0.0017155017426945536, 2.8473148945086347e-05, -0.00014855346532043857, -0.0010340305807977827, -0.004208450979580274, -0.0036490372604981347, -0.0017011514830520128, 0.0024802047662816507, -9.731588337669262e-06, -4.53120795935016e-05, -0.0002996187759709992, -0.00014076375148323701, -0.00017988940562785978, -0.004691776511018425, -0.00022864610445150375, 0.0002919974528860294
 Quasisymmetry objective=0.007458457700748885
 aspect=3.504925771428758
 mean iota=-0.3300481292309693

fun#187 - J=8.8e-03, Jf=1.1e-06, ⟨B·n⟩=2.0e-04, , C-C-Sep=0.26
Jf=1.1e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=2.4e-07, J_LENGTH_PENALTY=5.6e-09
 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 9.7]
 surface dofs=0.02632386014214198, 0.0017680193735186574, -0.00013865047562333418, 0.0003915407320291705, 0.002223697204444384, 0.016085315078231934, 0.07006994353083847, -0.04861822435617293, -0.0011615035789891044, 0.00013371007103077988, 0.0002066015795120224, 0.001078294324070917, 0.004515607215711462, 0.0065383230344060374, 0.011360427383466307, -0.00042265529736290055, 9.134110931060868e-05, 6.385064135223402e-05, 0.00024162836106135055, -0.0001363660789282333, -0.001364909488255209, -0.002850196041367668, 0.00022771423113368672, 3.6114279937472996e-05, 0.023443926461421766, 0.0011405690334741114, -8.171726225622782e-05, -0.0002570309400849628, -0.0029544118574382147, -0.020937172195126225, -0.1051381039147826, -0.02642281434397597, -0.001684113432946305, 3.295567893676655e-05, -0.00014828169432555912, -0.0010264290555307978, -0.004203208984396994, -0.0036105758748532645, -0.0016847973937968827, 0.002472751887269619, -9.663032763062773e-06, -4.5314386505500335e-05, -0.0003000273243453994, -0.00013133840527206002, -0.00013422562774217578, -0.004694093729506557, -0.0002179365459307857, 0.0002946264458205563
 Quasisymmetry objective=0.00743441709489998
 aspect=3.5052060916892516
 mean iota=-0.3300141089682302

fun#188 - J=8.8e-03, Jf=1.1e-06, ⟨B·n⟩=2.0e-04, , C-C-Sep=0.26
Jf=1.1e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=3.1e-10, J_MSC=0.0e+00, J_ALS=2.4e-07, J_LENGTH_PENALTY=7.0e-09
 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 9.7]
 surface dofs=0.02617117720620939, 0.001773705090773387, -0.00014495246289300122, 0.0003963018754673003, 0.00223572554519775, 0.01606944167640636, 0.07010840270194939, -0.0486268405106697, -0.001140489889860764, 0.00014464422858446915, 0.000206715389113894, 0.0010743682913712626, 0.0045512307578433765, 0.006498733384460742, 0.011384919998028568, -0.00042693757087810966, 9.265386951940478e-05, 6.502857322133872e-05, 0.0002403254722572186, -0.00014447594778051385, -0.0014254925460068265, -0.0028379048875648927, 0.00021780255696686308, 3.66229590069008e-05, 0.023467257275476796, 0.0011391958391480975, -8.188730085721404e-05, -0.00026533522383568296, -0.002973117756696515, -0.020930029914746427, -0.1050480582670299, -0.026395651509901415, -0.0016420234899624032, 3.7803948011818316e-05, -0.00014475274981724296, -0.0010048112122609057, -0.004198238913473801, -0.0035512905975613267, -0.0016103604247196318, 0.002468086167644766, -1.1601108251377098e-05, -4.832240998862546e-05, -0.0003097280754159173, -0.00014800471064213536, -6.84538955132068e-05, -0.004711887829480024, -0.00019844628332534695, 0.0002958070541521521
 Quasisymmetry objective=0.007392164706239766
 aspect=3.5062679434291844
 mean iota=-0.33000319942327094

fun#189 - J=8.8e-03, Jf=1.1e-06, ⟨B·n⟩=2.0e-04, , C-C-Sep=0.26
Jf=1.1e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=2.4e-07, J_LENGTH_PENALTY=6.0e-09
 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 9.7]
 surface dofs=0.026262096853859104, 0.0017703193593799054, -0.0001411997549787123, 0.00039346670936861054, 0.0022285629078249033, 0.016078893971072875, 0.07008550103147163, -0.048621709762258575, -0.0011530031232466664, 0.00013813315551624642, 0.0002066476177625107, 0.0010767061656565163, 0.004530017647950741, 0.006522308232570755, 0.011370335133829963, -0.00042438756228176984, 9.187214695883653e-05, 6.432713825193488e-05, 0.00024110131659289951, -0.00013964668238794723, -0.0013894165416342677, -0.0028452240248747107, 0.000223704761541081, 3.632005075145843e-05, 0.023453364240342858, 0.0011400135490219165, -8.178604625666495e-05, -0.0002603901882428905, -0.002961978766218322, -0.020934283000473265, -0.10510167865699724, -0.02641182643664186, -0.0016670872127832845, 3.491690033145856e-05, -0.00014685416599261142, -0.0010176842074063033, -0.004201198491729031, -0.0035865937995155925, -0.0016546861573843753, 0.0024708645107630258, -1.0447022895081102e-05, -4.653119190955642e-05, -0.00030395147134499185, -0.0001380802577056346, -0.00010761965220398219, -0.004701291797317362, -0.00021005234655607506, 0.00029510402540263683
 Quasisymmetry objective=0.007416762335890517
 aspect=3.5056357666321087
 mean iota=-0.3300096157957497

fun#190 - J=8.8e-03, Jf=1.1e-06, ⟨B·n⟩=2.0e-04, , C-C-Sep=0.26
Jf=1.1e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=1.3e-10, J_MSC=0.0e+00, J_ALS=2.4e-07, J_LENGTH_PENALTY=6.6e-09
 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 9.7]
 surface dofs=0.026202089886410294, 0.0017725539420996033, -0.000143676542202143, 0.0003953379189937458, 0.002233290248490982, 0.016072655456592973, 0.07010061613398695, -0.04862509605620992, -0.0011447443892119709, 0.0001424304637412734, 0.00020669234685442367, 0.0010751631686282488, 0.004544018300479881, 0.006506748832818147, 0.011379961144201043, -0.0004260705679553541, 9.238808384881159e-05, 6.479008533174141e-05, 0.0002405892593313501, -0.0001428339975470412, -0.0014132267045201565, -0.0028403933942502306, 0.00021980930652209718, 3.651997020005039e-05, 0.023462533643531257, 0.001139473860505196, -8.185287429302735e-05, -0.00026365391173413354, -0.0029693304999339294, -0.02093147596389355, -0.10506628919961879, -0.02640115098499317, -0.0016505451557215028, 3.6822351800495996e-05, -0.00014546723131686823, -0.001009188030610341, -0.00419924517008058, -0.003563293686225777, -0.0016254311738256447, 0.0024690308043049743, -1.1208719230236459e-05, -4.771339584174199e-05, -0.00030776403003180265, -0.0001446303966437251, -8.177025278807044e-05, -0.004708285178544719, -0.00020239234482379451, 0.0002955680243773169
 Quasisymmetry objective=0.007400295872058397
 aspect=3.5060530477488174
 mean iota=-0.33000509861774857

fun#191 - J=8.8e-03, Jf=1.1e-06, ⟨B·n⟩=2.0e-04, , C-C-Sep=0.26
Jf=1.1e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=1.9e-12, J_MSC=0.0e+00, J_ALS=2.4e-07, J_LENGTH_PENALTY=6.1e-09
 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 9.7]
 surface dofs=0.026249428291891093, 0.0017707911204246755, -0.00014172264979835756, 0.0003938617557457064, 0.0022295609353993376, 0.01607757690722784, 0.07008869210445881, -0.048622424670486546, -0.0011512595543188566, 0.00013904039542285944, 0.00020665706088714711, 0.0010763804109266888, 0.004532973440281178, 0.00651902336035789, 0.01137236735965432, -0.0004247428753824777, 9.198107061787339e-05, 6.442487479850243e-05, 0.0002409932119939687, -0.00014031958257472975, -0.0013944432999727155, -0.0028442041909118795, 0.0002228823601533807, 3.636225738230106e-05, 0.02345530006808821, 0.001139899610962585, -8.180015487031186e-05, -0.0002610792196179642, -0.0029635308508862888, -0.020933690384009402, -0.10509420729903876, -0.026409572654681236, -0.001663594883744256, 3.531917578444036e-05, -0.00014656135886316897, -0.001015890509994038, -0.004200786110010725, -0.0035816747219213872, -0.0016485098983957333, 0.0024704773819864416, -1.060783084177417e-05, -4.678077665630259e-05, -0.00030475637180962095, -0.00013946311114023042, -0.00010216237395349153, -0.0047027682272589395, -0.00020843518090438246, 0.00029520198402333936
 Quasisymmetry objective=0.007413083325337973
 aspect=3.505723876645947
 mean iota=-0.3300097096243327

fun#192 - J=8.8e-03, Jf=1.1e-06, ⟨B·n⟩=2.0e-04, , C-C-Sep=0.26
Jf=1.1e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=2.0e-11, J_MSC=0.0e+00, J_ALS=2.4e-07, J_LENGTH_PENALTY=6.3e-09
 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 9.7]
 surface dofs=0.026229474436034406, 0.001771427433168675, -0.00014299910120556562, 0.00039436084796278935, 0.0022317081542294268, 0.016074939900746217, 0.07009369064027964, -0.04862355870833319, -0.0011487581987534505, 0.00014124741196883751, 0.00020687664385355965, 0.0010759393037396865, 0.004537301808712239, 0.006512482916911005, 0.011376266353066215, -0.0004246543289252386, 9.148717569730267e-05, 6.448047651743528e-05, 0.0002403460558707265, -0.00014235339014681588, -0.0014023892852051208, -0.002842498711514568, 0.0002220529718998894, 3.654983152768803e-05, 0.02345764322988078, 0.0011379184487076992, -8.221799521668019e-05, -0.0002621182409480093, -0.0029669892214380066, -0.020934846936961654, -0.1050833875607821, -0.026405568862032127, -0.0016573885916310457, 3.6346352694294994e-05, -0.00014632117903545916, -0.0010133713044066974, -0.0042002015609946715, -0.0035719394206794714, -0.0016378896478845032, 0.002469538859210223, -1.1127360932191507e-05, -4.705584465084092e-05, -0.00030524581609138614, -0.00014006630342522117, -9.261352466544063e-05, -0.00470445015646927, -0.0002064187882245397, 0.00029552072881406863
 Quasisymmetry objective=0.007408272591489037
 aspect=3.505828029274073
 mean iota=-0.33000781942868485

fun#193 - J=8.8e-03, Jf=1.1e-06, ⟨B·n⟩=2.0e-04, , C-C-Sep=0.26
Jf=1.1e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=3.8e-12, J_MSC=0.0e+00, J_ALS=2.4e-07, J_LENGTH_PENALTY=6.2e-09
 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 9.7]
 surface dofs=0.026245797246449452, 0.0017709069116033404, -0.00014195492836631478, 0.0003939525766142549, 0.0022299516693607933, 0.01607709704556935, 0.07008960169861632, -0.048622631033757045, -0.0011508043773450969, 0.00013944201090141414, 0.0002066970188649425, 0.001076300141716961, 0.004533761082658382, 0.006517833182001652, 0.011373076867749242, -0.00042472676239598326, 9.189119551238665e-05, 6.443499276114225e-05, 0.0002408754476226009, -0.00014068967884919584, -0.0013958892477466533, -0.0028438938412112557, 0.00022273143461503774, 3.639639064709301e-05, 0.02345572645820584, 0.0011395390946680696, -8.187619016373636e-05, -0.0002612682925315566, -0.0029641601779054625, -0.02093390084440139, -0.1050922384083362, -0.026408844076047, -0.0016624655116144278, 3.550609334378688e-05, -0.0001465176528308691, -0.0010154320848139544, -0.004200679738387346, -0.003579903168520815, -0.0016465773089010096, 0.002470306597007692, -1.0702370833450605e-05, -4.683083136226431e-05, -0.0003048454370229313, -0.00013957287531877205, -0.00010042474961014175, -0.004703074291482125, -0.00020806825365476803, 0.00029525998668847515
 Quasisymmetry objective=0.007412144720913621
 aspect=3.5057428324927327
 mean iota=-0.33000938396290164

fun#194 - J=8.8e-03, Jf=1.1e-06, ⟨B·n⟩=2.0e-04, , C-C-Sep=0.26
Jf=1.1e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=2.3e-12, J_MSC=0.0e+00, J_ALS=2.4e-07, J_LENGTH_PENALTY=6.1e-09
 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 9.7]
 surface dofs=0.026248692604231662, 0.001770814580924574, -0.0001417697118576853, 0.0003938801570004645, 0.0022296401021732553, 0.016077479682253364, 0.07008887639771746, -0.04862246648183645, -0.0011511673307188401, 0.00013912176690557908, 0.00020666515679000272, 0.0010763641475480068, 0.00453313302483782, 0.006518782217815535, 0.011372511113390837, -0.0004247396107234391, 9.196286098457102e-05, 6.442692480321108e-05, 0.00024096935170465856, -0.00014039456793811937, -0.001394736264065444, -0.002844141310827197, 0.0002228517810659426, 3.636917313758066e-05, 0.023455386459171078, 0.0011398265666030028, -8.181556041341304e-05, -0.00026111752776130693, -0.002963658359100987, -0.020933733025478827, -0.1050938083812571, -0.026409425037054648, -0.0016633660611772645, 3.5357047230543736e-05, -0.000146552503565398, -0.0010157976282735583, -0.004200764558010925, -0.0035813157867343264, -0.0016481183356172268, 0.002470442779169346, -1.0626985629649127e-05, -4.679091826154116e-05, -0.0003047744173503254, -0.0001394853505070735, -0.00010181031314712779, -0.004702830239061218, -0.00020836083761846427, 0.0002952137359679625
 Quasisymmetry objective=0.007412918953590599
 aspect=3.505727717404946
 mean iota=-0.3300095400429062

fun#195 - J=8.8e-03, Jf=1.1e-06, ⟨B·n⟩=2.0e-04, , C-C-Sep=0.26
Jf=1.1e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=2.0e-12, J_MSC=0.0e+00, J_ALS=2.4e-07, J_LENGTH_PENALTY=6.1e-09
 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 9.7]
 surface dofs=0.026249307506087224, 0.0017707949721888082, -0.00014173037648589244, 0.0003938647768788186, 0.0022295739330652695, 0.016077560944751716, 0.07008872236187731, -0.0486224315351083, -0.0011512444129724972, 0.00013905375505969227, 0.00020665839007912408, 0.0010763777407918258, 0.004532999641004695, 0.006518983769377326, 0.011372390961260793, -0.0004247423393880767, 9.197808094532906e-05, 6.44252113699584e-05, 0.00024098929459208225, -0.00014033189373324845, -0.0013944913990579615, -0.0028441938672079566, 0.00022287733965370196, 3.636339281668019e-05, 0.023455314251847117, 0.0011398876184796649, -8.180268416502501e-05, -0.0002610855090803864, -0.0029635517852896528, -0.020933697384920857, -0.10509414180438989, -0.02640954841869812, -0.001663557315467361, 3.532539354955125e-05, -0.0001465599049931114, -0.0010158752605969208, -0.004200782571585705, -0.0035816157916477164, -0.001648445611297314, 0.0024704717008675247, -1.0610975690572135e-05, -4.6782441713376156e-05, -0.00030475933454130784, -0.0001394667624177356, -0.000102104572321287, -0.004702778408407544, -0.00020842297516267011, 0.0002952039134672551
 Quasisymmetry objective=0.007413050618987742
 aspect=3.505724507228641
 mean iota=-0.33000970512674765

fun#196 - J=8.8e-03, Jf=1.1e-06, ⟨B·n⟩=2.0e-04, , C-C-Sep=0.26
Jf=1.1e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=2.2e-12, J_MSC=0.0e+00, J_ALS=2.4e-07, J_LENGTH_PENALTY=6.1e-09
 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 9.7]
 surface dofs=0.026248901670862555, 0.0017708079139544136, -0.00014175633783127572, 0.0003938749277591049, 0.00222961760467654, 0.016077507311502804, 0.0700888240255318, -0.04862245459994888, -0.0011511935386850835, 0.00013909864287797757, 0.000206662856108304, 0.0010763687692509052, 0.004533087674334558, 0.006518850745346544, 0.011372470261666622, -0.00042474053846941587, 9.196803577122875e-05, 6.442634223590517e-05, 0.00024097613228638262, -0.00014037325870846327, -0.0013946530099629, -0.0028441591799966554, 0.00022286047098578078, 3.63672078284745e-05, 0.02345536190868093, 0.0011398473242410678, -8.181118248896111e-05, -0.000261106641409794, -0.0029636221240051334, -0.020933720907689118, -0.10509392174512226, -0.026409466986813426, -0.0016634310876358974, 3.534628497900629e-05, -0.00014655502005082055, -0.0010158240232635016, -0.00420077068262635, -0.003581417788404879, -0.0016482296093484564, 0.002470452612546727, -1.062154225036295e-05, -4.6788036235165056e-05, -0.00030476928919525946, -0.0001394790305566986, -0.00010191036126634192, -0.004702812616638969, -0.00020838196438349425, 0.000295210396317722
 Quasisymmetry objective=0.007412940771437091
 aspect=3.505726625949256
 mean iota=-0.33000968975204337

fun#197 - J=8.8e-03, Jf=1.1e-06, ⟨B·n⟩=2.0e-04, , C-C-Sep=0.26
Jf=1.1e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=2.2e-12, J_MSC=0.0e+00, J_ALS=2.4e-07, J_LENGTH_PENALTY=6.1e-09
 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 9.7]
 surface dofs=0.026248878349721793, 0.0017708086576472206, -0.00014175782968844634, 0.0003938755110749277, 0.0022296201142462664, 0.016077504229492, 0.07008882986758852, -0.04862245592535969, -0.0011511906152167747, 0.00013910122233649924, 0.0002066631127466853, 0.0010763682537052947, 0.00453309273313072, 0.0065188431011797545, 0.011372474818629187, -0.0004247404349804257, 9.196745852976493e-05, 6.442640722061404e-05, 0.00024097537592033725, -0.00014037563572837406, -0.0013946622968617037, -0.0028441571867114787, 0.0002228595016352781, 3.636742705643119e-05, 0.0234553646472597, 0.0011398450087505608, -8.181167084136794e-05, -0.0002611078557697084, -0.0029636261659881473, -0.02093372225941454, -0.10509390909951427, -0.026409462307366377, -0.0016634238340096804, 3.5347485495712065e-05, -0.00014655473933978353, -0.0010158210789329156, -0.004200769999432586, -0.003581406410236557, -0.001648217196892495, 0.0024704515156448582, -1.0622149453023676e-05, -4.678835772187246e-05, -0.00030476986123502317, -0.00013947973553984997, -0.00010189920101441133, -0.00470281458239978, -0.00020837960771730136, 0.00029521076885184196
 Quasisymmetry objective=0.007412934461135601
 aspect=3.505726747700091
 mean iota=-0.33000968885600285

fun#198 - J=8.8e-03, Jf=1.1e-06, ⟨B·n⟩=2.0e-04, , C-C-Sep=0.26
Jf=1.1e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=2.2e-12, J_MSC=0.0e+00, J_ALS=2.4e-07, J_LENGTH_PENALTY=6.1e-09
 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 9.7]
 surface dofs=0.02624875575769831, 0.0017708125670102737, -0.00014176567192014406, 0.00039387857738578194, 0.002229633306278079, 0.0160774880283145, 0.07008886057747363, -0.04862246289263435, -0.0011511752474481379, 0.00013911478175209193, 0.0002066644618152748, 0.0010763655436414846, 0.004533119325657406, 0.0065188029181593695, 0.011372498773171875, -0.00042473989097081453, 9.196442414993695e-05, 6.442674882512808e-05, 0.0002409713999379893, -0.00014038813098680598, -0.0013947111152161722, -0.0028441467086278527, 0.00022285440605951666, 3.636857946998984e-05, 0.02345537904312121, 0.0011398328369331724, -8.181423795891771e-05, -0.00026111423928416345, -0.0029636474134426215, -0.02093372936501697, -0.10509384262546455, -0.026409437708960634, -0.001663385703940286, 3.535379624070097e-05, -0.0001465532637286891, -0.00101580560149774, -0.00420076640809429, -0.0035813465987250847, -0.001648151948450818, 0.00247044574957102, -1.0625341329596475e-05, -4.67900476780538e-05, -0.00030477286827112267, -0.0001394834414182175, -0.00010184053502200419, -0.004702824915796329, -0.00020836721945206887, 0.00029521272714848156
 Quasisymmetry objective=0.007412901293495077
 aspect=3.5057273877056865
 mean iota=-0.33000968412255255

fun#199 - J=8.8e-03, Jf=1.1e-06, ⟨B·n⟩=2.0e-04, , C-C-Sep=0.26
Jf=1.1e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=2.2e-12, J_MSC=0.0e+00, J_ALS=2.4e-07, J_LENGTH_PENALTY=6.1e-09
 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 9.7]
 surface dofs=0.026248714076410322, 0.001770813896193712, -0.00014176833827892127, 0.0003938796199314724, 0.0022296377915688955, 0.01607748251991415, 0.07008887101883456, -0.048622465261507736, -0.0011511700224068014, 0.00013911939195339346, 0.00020666492049859525, 0.0010763646222197894, 0.0045331283671164796, 0.006518789255932438, 0.01137250691771639, -0.0004247397060075468, 9.196339246079543e-05, 6.442686497066287e-05, 0.00024097004810399102, -0.00014039237937467282, -0.0013947277134566916, -0.0028441431460794198, 0.00022285267356375778, 3.636897129059978e-05, 0.02345538393771412, 0.0011398286985152605, -8.181511077888462e-05, -0.00026111640967907814, -0.0029636546375771426, -0.020933731780921797, -0.10509382002428765, -0.026409429345502684, -0.0016633727397166917, 3.5355941893997194e-05, -0.00014655276202091698, -0.00101580033916978, -0.004200765187039269, -0.0035813262628111844, -0.0016481297639806478, 0.0024704437891059153, -1.0626426567631225e-05, -4.6790622263155456e-05, -0.0003047738906633965, -0.00013948470141686247, -0.00010182058858458576, -0.004702828429151156, -0.00020836300744188983, 0.000295213392969339
 Quasisymmetry objective=0.007412924763244734
 aspect=3.505727605307241
 mean iota=-0.33000954086389317

fun#200 - J=8.8e-03, Jf=1.1e-06, ⟨B·n⟩=2.0e-04, , C-C-Sep=0.26
Jf=1.1e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=2.2e-12, J_MSC=0.0e+00, J_ALS=2.4e-07, J_LENGTH_PENALTY=6.1e-09
 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 9.7]
 surface dofs=0.02624875417660653, 0.0017708126174300449, -0.00014176577306284247, 0.0003938786169325546, 0.0022296334764181293, 0.01607748781936495, 0.07008886097354464, -0.048622462982492565, -0.0011511750492472113, 0.00013911495663035807, 0.00020666447921445947, 0.0010763655086892955, 0.004533119668626093, 0.006518802399911597, 0.011372499082118001, -0.000424739883954623, 9.196438501498459e-05, 6.442675323086407e-05, 0.0002409713486590168, -0.00014038829214044232, -0.0013947117448354304, -0.0028441465734900893, 0.00022285434034094288, 3.6368594332878554e-05, 0.023455379228787272, 0.0011398326799510145, -8.181427106750288e-05, -0.00026111432161351843, -0.002963647687474933, -0.020933729456659226, -0.10509384176813656, -0.02640943739171049, -0.0016633852121697979, 3.535387763153483e-05, -0.00014655324469746255, -0.0010158054018824239, -0.004200766361776142, -0.0035813458273250675, -0.0016481511069297162, 0.00247044567520491, -1.0625382495813188e-05, -4.6790069473728166e-05, -0.0003047729070534179, -0.0001394834892136095, -0.00010183977839595616, -0.004702825049068037, -0.00020836705967834342, 0.0002952127524049919
 Quasisymmetry objective=0.007412900865772202
 aspect=3.5057273959599473
 mean iota=-0.3300096840612337

fun#201 - J=8.8e-03, Jf=1.1e-06, ⟨B·n⟩=2.0e-04, , C-C-Sep=0.26
Jf=1.1e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=2.2e-12, J_MSC=0.0e+00, J_ALS=2.4e-07, J_LENGTH_PENALTY=6.1e-09
 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 9.7]
 surface dofs=0.026248727710477034, 0.0017708134614140651, -0.00014176746610545447, 0.0003938792789118404, 0.002229636324417635, 0.016077484321727422, 0.07008886760343598, -0.04862246448664258, -0.0011511717315325408, 0.00013911788394356143, 0.0002066647704619891, 0.0010763649236194214, 0.004533125409629748, 0.006518793724885352, 0.011372504253612938, -0.0004247397665095527, 9.196372992921974e-05, 6.442682697913127e-05, 0.0002409704902926998, -0.00014039098971503446, -0.0013947222841254629, -0.0028441443113990474, 0.00022285324026800072, 3.636884312497456e-05, 0.023455382336678994, 0.0011398300522034168, -8.181482527701483e-05, -0.00026111569973678785, -0.0029636522745423916, -0.02093373099067252, -0.10509382741719628, -0.026409432081213338, -0.001663376980350748, 3.5355240044759985e-05, -0.00014655292613094246, -0.001015802060492079, -0.004200765586449806, -0.0035813329147459045, -0.001648137020583331, 0.0024704444303795736, -1.0626071583213093e-05, -4.679043431475018e-05, -0.00030477355623600375, -0.00013948428926775644, -0.0001018271131204517, -0.004702827279922895, -0.00020836438520228405, 0.00029521317517746103
 Quasisymmetry objective=0.007412893706083669
 aspect=3.505727534129183
 mean iota=-0.3300096830341644

fun#202 - J=8.8e-03, Jf=1.1e-06, ⟨B·n⟩=2.0e-04, , C-C-Sep=0.26
Jf=1.1e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=2.2e-12, J_MSC=0.0e+00, J_ALS=2.4e-07, J_LENGTH_PENALTY=6.1e-09
 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 9.7]
 surface dofs=0.026248727516863787, 0.001770813467588239, -0.0001417674784909254, 0.00039387928375455677, 0.002229636345252205, 0.016077484296140417, 0.07008886765193703, -0.0486224644976462, -0.0011511717072617644, 0.00013911790535835178, 0.00020666477259261343, 0.0010763649193393367, 0.00453312545162812, 0.006518793661423107, 0.011372504291445063, -0.00042473976565038206, 9.196372513693299e-05, 6.442682751863749e-05, 0.00024097048401331203, -0.00014039100944916957, -0.0013947223612257491, -0.0028441442948506966, 0.0002228532322204056, 3.6368844945015743e-05, 0.023455382359414807, 0.0011398300329801018, -8.181482933134031e-05, -0.00026111570981846304, -0.0029636523080991315, -0.020933731001894613, -0.10509382731221181, -0.02640943204236434, -0.0016633769201307895, 3.535525001150818e-05, -0.00014655292380046575, -0.001015802036048103, -0.0042007655807778975, -0.0035813328202837966, -0.0016481369175345168, 0.0024704444212730408, -1.062607662423917e-05, -4.679043698374849e-05, -0.00030477356098510574, -0.00013948429512056093, -0.00010182702046749634, -0.0047028272962427375, -0.00020836436563712648, 0.00029521317827025745
 Quasisymmetry objective=0.007412893653709305
 aspect=3.5057275351399624
 mean iota=-0.330009683026616

fun#203 - J=8.8e-03, Jf=1.1e-06, ⟨B·n⟩=2.0e-04, , C-C-Sep=0.26
Jf=1.1e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=2.2e-12, J_MSC=0.0e+00, J_ALS=2.4e-07, J_LENGTH_PENALTY=6.1e-09
 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 9.7]
