
Aspect ratio at max_mode 3: 6.000164613385855
Mean iota at 3: 0.41999630252553016
Quasisymmetry objective at max_mode 3: 0.0002308731908214546
Squared flux at max_mode 3: 0.015939103994131388
fun_coils_simple#1 - J=1.9e-02, Jf=1.9e-02, ⟨B·n⟩=3.0e-02, C-C-Sep=0.14 Jf=1.9e-02, J_length=1.4e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.2e-06, J_ALS=2.0e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.5, 3.5, 3.5])=14.0, curvature=[3.2, 3.5, 3.8, 3.9], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
 Quasisymmetry objective=0.0027612827879354056
 aspect=5.985118058282674
 mean iota=0.42036930089691976

fun#66 - J=4.9e-02, Jf=8.2e-06, ⟨B·n⟩=7.1e-04, , C-C-Sep=0.09
Jf=8.2e-06, J_length=2.0e-06, J_CC=1.6e-07, J_CURVATURE=0.0e+00, J_MSC=5.3e-07, J_ALS=8.5e-08, J_LENGTH_PENALTY=1.2e-07
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.5, 4.3, 4.0, 3.7], mean squared curvature=[5.1, 5.1, 5.1, 5.0]
 surface dofs=0.045267367005560534, 0.002614007959612251, -0.0003813653671873125, -0.0004945698665094591, 0.00042751424340104404, 0.011455651329174862, 0.18493197820903515, -0.08085304287210839, -0.0001615652206347827, 0.0008367426251480219, -0.00037556510443689594, -0.0023943133529941304, 0.0023524774788826665, 0.021898459426363967, 0.03738840282853269, 0.0010721025579569921, -0.00031720953522288987, -8.418504615720434e-05, -0.0007856560341112764, -0.00013360470434146385, 0.0005316479712136923, -0.004821157109047409, 3.127619801004708e-05, 0.00013907772754589065, -0.03833129988569177, 0.0023590309740074296, 0.0008444440909863949, -0.00024558185624098293, -0.0003512688549014969, 0.015291591972056878, 0.18918171583583615, 0.05486409564181126, 0.003670528452119537, -0.000293249278450409, -0.000420484831310154, -0.001855937305492632, 0.001444433180116424, 0.020310385621760962, -0.02418866648539482, -0.0010698869622782316, 9.38778771418358e-05, -0.00010207056119306393, -0.0006329407840773916, 0.0006145160065006915, 0.00114157216822877, 0.0007571535394176112, 0.001821647650487319, -0.00040792562544876955
 Quasisymmetry objective=0.002820340564334157
 aspect=5.984790408068493
 mean iota=0.42066518436270356

fun#67 - J=4.8e-02, Jf=8.0e-06, ⟨B·n⟩=7.0e-04, , C-C-Sep=0.09
Jf=8.0e-06, J_length=2.0e-06, J_CC=1.8e-07, J_CURVATURE=0.0e+00, J_MSC=5.8e-07, J_ALS=8.7e-08, J_LENGTH_PENALTY=1.0e-07
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.4, 4.2, 4.0, 3.8], mean squared curvature=[5.1, 5.0, 5.0, 5.1]
 surface dofs=0.045451754605271476, 0.002631874699570178, -0.00038881081861734894, -0.0005076599055941361, 0.0005583207424675989, 0.011327329322264962, 0.18491446511717244, -0.08088304531650597, -0.0002899936136512265, 0.0009030830908986985, -0.0003765543284483217, -0.002412296593202317, 0.0023977040479232006, 0.021880843378674637, 0.0374386975918928, 0.0010769403598927562, -0.0003919374134414383, -8.36813916268709e-05, -0.0008129365558450213, -0.0001223586678117334, 0.0005790047681076136, -0.0048670963486361655, 7.039982388975242e-05, 0.00016581507537925537, -0.03838995784108117, 0.002420832277123345, 0.0008463514749276584, -0.00024523843045108764, -0.0002849611693884512, 0.015422909507147912, 0.18933921681291385, 0.054956999728326475, 0.003643065783453137, -0.0003359287864228641, -0.0004249167834059749, -0.0018655081199210617, 0.0014105784711990008, 0.020216914689210295, -0.02422773813233976, -0.0010282652297920179, 0.00013745827998971785, -0.0001060817163756343, -0.0006515217465429154, 0.0006182483565470764, 0.0011324591039766152, 0.0008113457635131921, 0.001800620091708708, -0.0004123286609033418
 Quasisymmetry objective=0.0028674335098975642
 aspect=5.984196701307573
 mean iota=0.4207099353005753

fun#68 - J=4.7e-02, Jf=7.9e-06, ⟨B·n⟩=6.9e-04, , C-C-Sep=0.09
Jf=7.9e-06, J_length=2.0e-06, J_CC=1.8e-07, J_CURVATURE=0.0e+00, J_MSC=6.2e-07, J_ALS=8.8e-08, J_LENGTH_PENALTY=8.0e-08
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.4, 4.2, 3.9, 3.7], mean squared curvature=[5.1, 5.1, 5.0, 5.1]
 surface dofs=0.045601040593951515, 0.0026893695309956013, -0.000429286824138526, -0.0005057845685061499, 0.0006441707065760697, 0.011227770520864194, 0.18483449319644146, -0.080861752214647, -0.00036218467836607424, 0.0009519812626492607, -0.00037383163540494094, -0.0024673668429490724, 0.002448567928939492, 0.02182069624719533, 0.03742294293490945, 0.0010832106971503802, -0.0004239711369213783, -8.494280812866074e-05, -0.0008186418018481363, -0.00011703281634216107, 0.0005142250843255488, -0.004893071136921903, 7.627201404645305e-05, 0.000183163704662286, -0.03848753935433597, 0.002468087044727291, 0.000856100933266032, -0.0002482490979034649, -0.00021612590987295813, 0.01552119189830703, 0.18940919112980253, 0.05501480402395952, 0.0036544885712184207, -0.0003719077031407962, -0.00042184467312765376, -0.0019096209999600662, 0.0013484930190219638, 0.02018008726369811, -0.024258920740076427, -0.0010325168745228363, 0.00017008466051725047, -0.00010738798179106626, -0.0006655608222283862, 0.0006692063666535094, 0.0011659727757899437, 0.0008346996455498805, 0.0017713278105232976, -0.00040149128407214945
 Quasisymmetry objective=0.00285754550366433
 aspect=5.985234316322567
 mean iota=0.4206721751046717

fun#69 - J=4.6e-02, Jf=7.8e-06, ⟨B·n⟩=6.9e-04, , C-C-Sep=0.09
Jf=7.8e-06, J_length=2.0e-06, J_CC=1.8e-07, J_CURVATURE=0.0e+00, J_MSC=5.6e-07, J_ALS=8.9e-08, J_LENGTH_PENALTY=7.5e-08
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.4, 4.2, 3.8, 3.7], mean squared curvature=[5.1, 5.0, 5.0, 5.1]
 surface dofs=0.04572176131036967, 0.0027193180996537844, -0.0004501510708877545, -0.000498949124106479, 0.0006500298251879273, 0.011195428575753064, 0.18479769177715788, -0.08086367682517354, -0.00036957979299079557, 0.0009549820707976033, -0.00037135225246562645, -0.002494396138531097, 0.0024496325828111272, 0.02180160595178186, 0.03738489436419281, 0.001094498032476102, -0.00042561904588037547, -8.553305630372253e-05, -0.0008150307976620512, -0.00011510945610881411, 0.0005070995622277778, -0.00490336741675894, 7.4904720698877e-05, 0.00018881573083270298, -0.03856458539832418, 0.002480919670425717, 0.0008576601814030726, -0.0002455738620046924, -0.0002046895746984712, 0.01557698747328246, 0.18944601427739508, 0.055057121794264405, 0.0036994321110395017, -0.0003842975197703098, -0.0004186636726580395, -0.0019391391441850106, 0.0013296468622945807, 0.02018002430071771, -0.024291968811142626, -0.0010350213789315462, 0.00018060296889732135, -0.00010803043279786998, -0.0006681893751303365, 0.0006942266424932776, 0.0011826602150254014, 0.0008475756330480155, 0.001755453121726452, -0.0003953995100383504
 Quasisymmetry objective=0.0028523831141091384
 aspect=5.985847879552422
 mean iota=0.42055946737869887

fun#70 - J=4.6e-02, Jf=7.6e-06, ⟨B·n⟩=6.8e-04, , C-C-Sep=0.09
Jf=7.6e-06, J_length=2.0e-06, J_CC=1.9e-07, J_CURVATURE=0.0e+00, J_MSC=5.6e-07, J_ALS=9.1e-08, J_LENGTH_PENALTY=1.1e-07
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.4, 4.1, 3.8, 3.7], mean squared curvature=[5.1, 5.1, 5.0, 5.1]
 surface dofs=0.04581082282457637, 0.0027509630618102144, -0.0004484947628838271, -0.0005023460207104426, 0.0006289896706154717, 0.011182217100446522, 0.18474536985820736, -0.08087495596454111, -0.00036649622442285444, 0.0009356735207013762, -0.0003671915117563222, -0.0024936527128124456, 0.0024398368923480265, 0.021822580553634865, 0.0373330912130117, 0.0011023935717814073, -0.0004059887446022738, -8.7215588152549e-05, -0.0008184043435417768, -0.00010822193945402395, 0.0005367796003188152, -0.004877642136390985, 6.900962394804261e-05, 0.00018295842312632417, -0.03865904385149413, 0.0024467174954269514, 0.0008464127394266787, -0.00024703990899867234, -0.00024221027127420484, 0.015601603285408824, 0.18947217715262912, 0.05512694240116784, 0.003777188790042347, -0.0003802972586631815, -0.0004178717596521867, -0.0019425775906261671, 0.0013577673302268521, 0.020216674795800256, -0.024295304092921004, -0.001046442378389055, 0.000182884867890712, -0.00010971459002711549, -0.0006676957389084199, 0.0006898069960659158, 0.001178770571912388, 0.0008416013492570574, 0.0017308265727405416, -0.00039142324376754603
 Quasisymmetry objective=0.0028497130483463463
 aspect=5.986736732109664
 mean iota=0.4204585165569666

fun#71 - J=4.5e-02, Jf=7.5e-06, ⟨B·n⟩=6.7e-04, , C-C-Sep=0.09
Jf=7.5e-06, J_length=2.0e-06, J_CC=1.8e-07, J_CURVATURE=0.0e+00, J_MSC=6.0e-07, J_ALS=9.2e-08, J_LENGTH_PENALTY=1.1e-07
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.4, 4.1, 3.9, 3.6], mean squared curvature=[5.1, 5.1, 5.0, 5.1]
 surface dofs=0.0458362146731375, 0.002766443341703767, -0.000434732862025784, -0.0005018784847474439, 0.00061347121833883, 0.011157048676806738, 0.1847060210092007, -0.0808606684584684, -0.0003544693505530775, 0.0009180959542591928, -0.0003761125606346337, -0.002499305364212957, 0.002431569077271527, 0.021800372573379655, 0.03732058478461354, 0.0011220423687619905, -0.0003944833739665883, -8.865980369918746e-05, -0.0008203655862100581, -8.417091611750109e-05, 0.0005403095158250955, -0.0048847904378399665, 5.6107726924757655e-05, 0.00017867274479027465, -0.038746894335841546, 0.002422866666944214, 0.0008463139477807803, -0.00024322814212847285, -0.0002866049860955247, 0.015621943307734459, 0.18950289205481374, 0.05518943954462949, 0.0038443129843844263, -0.00037340731817393796, -0.0004249624613734263, -0.0019542177722399402, 0.00137866119953803, 0.02020115169715801, -0.024311300489891236, -0.0010593910146102564, 0.00017468932365509628, -0.00011309667012433576, -0.000660946228977675, 0.0007036536385673176, 0.0011858021585582394, 0.0008548624587612062, 0.0017107780908373804, -0.0003875368237784239
 Quasisymmetry objective=0.0029202607438382783
 aspect=5.987599426392611
 mean iota=0.42046366128392876

fun#72 - J=4.5e-02, Jf=7.4e-06, ⟨B·n⟩=6.7e-04, , C-C-Sep=0.09
Jf=7.4e-06, J_length=2.0e-06, J_CC=1.9e-07, J_CURVATURE=0.0e+00, J_MSC=5.2e-07, J_ALS=9.3e-08, J_LENGTH_PENALTY=1.2e-07
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.4, 4.1, 3.9, 3.7], mean squared curvature=[5.1, 5.0, 5.0, 5.1]
 surface dofs=0.04584096055189532, 0.0028054526215002926, -0.0004276352686511308, -0.0005123424614227213, 0.0006170320296660802, 0.011112041657746883, 0.18472083908524842, -0.08083869649721839, -0.00039722671792426787, 0.0009183510306709459, -0.00039117326456050407, -0.0024966119808439023, 0.002457571071472455, 0.021726208510138127, 0.0373005795416117, 0.0011410001230396044, -0.0003864985390292835, -8.948731845953323e-05, -0.0008287585067033805, -7.955419712858362e-05, 0.0005557840508701535, -0.00489490297297228, 5.6741588480423155e-05, 0.00018642248114851296, -0.03886902303445252, 0.0023968689722435725, 0.0008649802792434343, -0.0002461096794029955, -0.0003084963518801463, 0.015585029689379486, 0.1894253945424857, 0.05522175851007809, 0.003890738417578545, -0.0003597477367321541, -0.00043386053119010763, -0.001960521815791269, 0.0014158236245086142, 0.020223693666295398, -0.024288866074604062, -0.0010746051740517758, 0.0001862943872441658, -0.0001166742866438883, -0.0006590970918733793, 0.0007099956534831655, 0.001165722733827997, 0.0008641185326275108, 0.0017000697778622267, -0.0003819443478969135
 Quasisymmetry objective=0.0029041148290755263
 aspect=5.988902103014886
 mean iota=0.4205034637859672

fun#73 - J=4.5e-02, Jf=7.4e-06, ⟨B·n⟩=6.7e-04, , C-C-Sep=0.09
Jf=7.4e-06, J_length=2.0e-06, J_CC=1.7e-07, J_CURVATURE=0.0e+00, J_MSC=5.5e-07, J_ALS=9.5e-08, J_LENGTH_PENALTY=1.1e-07
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.4, 4.1, 3.9, 3.7], mean squared curvature=[5.1, 5.1, 5.0, 5.0]
 surface dofs=0.04583422794131533, 0.0028563403815496965, -0.000455346273242037, -0.0005239524325524722, 0.0005956462502066596, 0.01110119244256155, 0.18475307627199603, -0.08078769933272015, -0.0003577940783457188, 0.0009182528917897569, -0.000408955549273665, -0.0025311019184687065, 0.002427407631758416, 0.021488368073604363, 0.03730415786373088, 0.0011249109477338187, -0.0003411432576031469, -8.966143578235217e-05, -0.0008267467489673873, -8.135258886486734e-05, 0.00046967773589269405, -0.004919273034127007, 4.039574543084186e-05, 0.00018992528773480695, -0.03893034163594337, 0.002376918150793756, 0.0009080327080178438, -0.00025539990758283865, -0.0003392737038749414, 0.015563749199642814, 0.18940608671169026, 0.05518339607939233, 0.0039428806612489915, -0.0003402720556235197, -0.00043995648897840597, -0.0020040957413680954, 0.0013864605995720278, 0.020177235623158173, -0.024258524368514625, -0.0010966854472583565, 0.0001946993921009119, -0.00011766906455564366, -0.0006544549723802055, 0.0007408955085393683, 0.0011860088838195524, 0.0009146387927189023, 0.001669364755787173, -0.00036977780437590584
 Quasisymmetry objective=0.00291234709150125
 aspect=5.9881582601025745
 mean iota=0.4202610381046212

fun#74 - J=4.4e-02, Jf=7.3e-06, ⟨B·n⟩=6.6e-04, , C-C-Sep=0.09
Jf=7.3e-06, J_length=2.0e-06, J_CC=1.6e-07, J_CURVATURE=0.0e+00, J_MSC=5.6e-07, J_ALS=9.5e-08, J_LENGTH_PENALTY=1.1e-07
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.4, 4.1, 3.9, 3.7], mean squared curvature=[5.1, 5.1, 5.0, 5.0]
 surface dofs=0.045811402215656084, 0.002854751707266808, -0.0004565453295571446, -0.0005286752027745958, 0.0005806654514439653, 0.011105760288140004, 0.18478381155610393, -0.08079243599097868, -0.00034840182466922486, 0.000912085924091956, -0.00041103062924982943, -0.002535381207742988, 0.0024187889009168314, 0.021455360441017163, 0.03732945427447507, 0.0011334369236418614, -0.00033608676184923564, -8.987663357289568e-05, -0.0008295281221765856, -7.957128471571024e-05, 0.0004842788489071445, -0.0049287899853521205, 4.410473189442076e-05, 0.00019184464772300838, -0.03894464131925734, 0.0023755081587169204, 0.0009124398120845507, -0.0002572020724165623, -0.0003686468385534636, 0.01555569022776549, 0.18941006179946704, 0.05518845008042995, 0.00396741656106156, -0.00033265204994157406, -0.00044187563335298984, -0.0020110468632641263, 0.0014003914162678834, 0.02014921964670631, -0.024254654049392085, -0.001085206495769157, 0.00019451091897583725, -0.00011802619491636005, -0.0006538237916730207, 0.000738277168128321, 0.0011786039100312303, 0.0009350119406625883, 0.0016665641187252262, -0.00037291999898402217
 Quasisymmetry objective=0.002920632380049783
 aspect=5.987805159250435
 mean iota=0.4202602864449024

fun#75 - J=4.4e-02, Jf=7.3e-06, ⟨B·n⟩=6.6e-04, , C-C-Sep=0.09
Jf=7.3e-06, J_length=2.0e-06, J_CC=1.5e-07, J_CURVATURE=0.0e+00, J_MSC=5.5e-07, J_ALS=9.6e-08, J_LENGTH_PENALTY=1.2e-07
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.4, 4.1, 3.9, 3.7], mean squared curvature=[5.1, 5.1, 5.0, 5.0]
 surface dofs=0.0457375683125392, 0.002865731064441665, -0.00045600624581554697, -0.0005382483593743758, 0.0005652321288640503, 0.011112624819609725, 0.1848586242073036, -0.08081259668237134, -0.0003542535272630896, 0.0009084766170471673, -0.0004139937882840317, -0.0025472035487571253, 0.0024389151096506144, 0.021449319113847065, 0.03737731832552651, 0.0011452420785244089, -0.0003351939405780256, -9.100284565398458e-05, -0.0008402618158490061, -8.222811257313446e-05, 0.0005296426294236104, -0.004935284025218608, 6.306866241381896e-05, 0.00019509096749312953, -0.03897852390149365, 0.0023824041180645025, 0.0009175846696447732, -0.00026255213772319563, -0.0004125129600372575, 0.015529859637668285, 0.18940509727075905, 0.05519752646811406, 0.004010808595291736, -0.0003225594566880951, -0.0004453478166349255, -0.002023434267635246, 0.0014403401012330803, 0.02013048326215162, -0.024230515376022155, -0.0010647522509260668, 0.00019486237623262014, -0.00011946137790796138, -0.0006597739624817715, 0.0007312792912561906, 0.0011513968783979228, 0.000949288282742905, 0.0016655423212382644, -0.0003780418680388547
 Quasisymmetry objective=0.002930186627588173
 aspect=5.98679187297291
 mean iota=0.4203147192675639

fun#76 - J=4.4e-02, Jf=7.2e-06, ⟨B·n⟩=6.6e-04, , C-C-Sep=0.09
Jf=7.2e-06, J_length=2.0e-06, J_CC=1.6e-07, J_CURVATURE=0.0e+00, J_MSC=5.0e-07, J_ALS=9.6e-08, J_LENGTH_PENALTY=1.0e-07
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.4, 4.1, 4.0, 3.7], mean squared curvature=[5.1, 5.1, 5.0, 5.0]
 surface dofs=0.04566333902507383, 0.002891864237729492, -0.0004609144144261159, -0.0005364403606027643, 0.0005724466460020543, 0.011146053666444288, 0.18494073091442523, -0.0808528027905313, -0.000330519610973097, 0.0009141845575195559, -0.00042450609063632153, -0.002577056888944927, 0.0024593742352557184, 0.02140636592869112, 0.037410269841367264, 0.0011224343379855582, -0.00033222507732558274, -9.3157911462498e-05, -0.0008494505643584141, -8.017649097030801e-05, 0.0005038455657749639, -0.0049485347641195065, 7.256243979350495e-05, 0.0001957927850557611, -0.03902414099054912, 0.0024036026022267168, 0.0009378091222704311, -0.00025886548445492984, -0.0004231508533752551, 0.01555813251913086, 0.18944857940655568, 0.055156119553320414, 0.004028293495669173, -0.0003265947258499799, -0.0004507217221694234, -0.002062922454454709, 0.0014363358319686517, 0.020095790940730808, -0.024221639575020628, -0.0010590338895809083, 0.00019400022879741938, -0.00012473368743645864, -0.0006659414019536423, 0.0007593409488102861, 0.0011631819252850202, 0.0009586160356221128, 0.001656697256278367, -0.00037851655891711123
 Quasisymmetry objective=0.002959859532919869
 aspect=5.984333282296596
 mean iota=0.42030538703399606

fun#77 - J=4.3e-02, Jf=7.1e-06, ⟨B·n⟩=6.5e-04, , C-C-Sep=0.09
Jf=7.1e-06, J_length=2.0e-06, J_CC=1.6e-07, J_CURVATURE=0.0e+00, J_MSC=5.3e-07, J_ALS=9.7e-08, J_LENGTH_PENALTY=7.9e-08
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.4, 4.1, 3.9, 3.8], mean squared curvature=[5.1, 5.1, 5.0, 5.0]
 surface dofs=0.04558256966985522, 0.0028703517870422818, -0.00046695693923170525, -0.0005195155680074323, 0.000548222055132752, 0.011185774691625591, 0.18503894644946267, -0.0809433293446396, -0.00032475025547356256, 0.0009142784686739472, -0.0004315243590172942, -0.002605449036873956, 0.0025132435484006965, 0.021433473456489993, 0.03746372864617684, 0.0011670978047108708, -0.0003762195985798953, -0.00010039173273194392, -0.0008517072374730904, -0.00010571630584865188, 0.0005591421223800736, -0.004975027924303741, 0.00010379176806216393, 0.000223727635077697, -0.0390994959690437, 0.002488377194844335, 0.000954970351784375, -0.0002491161950795797, -0.0004476704738241571, 0.015605660672360615, 0.18941664464012253, 0.055123671738173785, 0.004050677357967272, -0.00033814685021191844, -0.0004587648052480089, -0.002099546191156209, 0.0014611769273443654, 0.020032413544331624, -0.0242212989791383, -0.0009860778745298567, 0.00021079224276003068, -0.00012821307653180386, -0.000666826159230749, 0.0007607934324114369, 0.0011550215385973286, 0.0009912466923762072, 0.0016705025179402223, -0.00039696579081455055
 Quasisymmetry objective=0.0029562000641872675
 aspect=5.983723510405142
 mean iota=0.4204738440630162

fun#78 - J=4.2e-02, Jf=7.0e-06, ⟨B·n⟩=6.5e-04, , C-C-Sep=0.09
Jf=7.0e-06, J_length=2.0e-06, J_CC=1.6e-07, J_CURVATURE=0.0e+00, J_MSC=4.9e-07, J_ALS=9.8e-08, J_LENGTH_PENALTY=9.6e-08
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.4, 4.1, 3.9, 3.8], mean squared curvature=[5.1, 5.1, 5.0, 5.0]
 surface dofs=0.04552963742220524, 0.0028418629043234713, -0.000470162223001603, -0.0005082760333449067, 0.0005318275127581594, 0.011196668025279785, 0.18508544194741802, -0.08097062137681262, -0.0003189433632899776, 0.000909006298405632, -0.00044033697540984344, -0.0026120153920858734, 0.002513757690879961, 0.021401747694657296, 0.03748164991105181, 0.0011917661935556955, -0.0003932520167738244, -0.00010367122441932017, -0.0008516019362592462, -0.0001301476372360201, 0.0005480461239364334, -0.004967893060137651, 0.00012073789930187343, 0.00024013031931241258, -0.03915810255657722, 0.0025347918048551836, 0.0009778783533238144, -0.000243423078027615, -0.0004607858317749974, 0.015611845886349372, 0.18935853261995078, 0.05511163338721029, 0.004058885981242301, -0.0003434308304911187, -0.00046421073695993394, -0.0021181414699579476, 0.0014394435471638595, 0.0199982085268515, -0.024191495516846857, -0.0009486016403619061, 0.00022471911418141764, -0.00013503249081775958, -0.0006660045279496107, 0.000754048220702474, 0.0011615668578874518, 0.0010184662804721726, 0.0016707995209976094, -0.0004053212770644305
 Quasisymmetry objective=0.002954828371045071
 aspect=5.98396395348516
 mean iota=0.42046591308919806

fun#79 - J=4.2e-02, Jf=6.8e-06, ⟨B·n⟩=6.4e-04, , C-C-Sep=0.09
Jf=6.8e-06, J_length=2.0e-06, J_CC=1.6e-07, J_CURVATURE=0.0e+00, J_MSC=5.1e-07, J_ALS=9.9e-08, J_LENGTH_PENALTY=9.6e-08
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.4, 4.1, 3.9, 3.7], mean squared curvature=[5.1, 5.1, 5.0, 5.0]
 surface dofs=0.04543325617008434, 0.002808825302102962, -0.0004533906261969711, -0.0004898286992982404, 0.0005010038091459104, 0.011229271177363461, 0.18507440444873208, -0.08097518740438395, -0.0003098045702490978, 0.0008807336155597595, -0.00044638260151196816, -0.00258676086103191, 0.0025134154591204038, 0.021370619934829176, 0.03748730546808642, 0.001195451673807108, -0.0003847452045813216, -0.00011226634354851026, -0.0008403919121217525, -0.0001361040240546159, 0.0005240971899319508, -0.004972101800541095, 0.0001359490697267295, 0.00023448649931957557, -0.03929779959288843, 0.002506530955939731, 0.0009867785271090795, -0.00023587040236680156, -0.0004899422119626056, 0.015599205763106066, 0.18931257387071987, 0.055105470221196266, 0.0040962592738701484, -0.00034055574440808073, -0.0004697464705600146, -0.002112550988405996, 0.001439188490201724, 0.0199850796535154, -0.024181217138330834, -0.0009323951251026693, 0.00021405640218096208, -0.00014091821506518554, -0.0006542181960939345, 0.0007485220164833766, 0.0011671336374123186, 0.0010424127690185543, 0.0016579567557738649, -0.000407705608063054
 Quasisymmetry objective=0.002958059434422932
 aspect=5.985073044184596
 mean iota=0.42039363522795914

fun#80 - J=4.1e-02, Jf=6.7e-06, ⟨B·n⟩=6.3e-04, , C-C-Sep=0.09
Jf=6.7e-06, J_length=2.0e-06, J_CC=1.5e-07, J_CURVATURE=0.0e+00, J_MSC=5.9e-07, J_ALS=1.0e-07, J_LENGTH_PENALTY=7.1e-08
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.4, 4.1, 3.9, 3.8], mean squared curvature=[5.1, 5.1, 5.0, 5.1]
 surface dofs=0.045279689824245635, 0.0028107590535117583, -0.0004561558103656397, -0.0004814490485572367, 0.0004914202461338598, 0.011261429272245481, 0.18507292956380536, -0.08093588070289658, -0.00031851923991027954, 0.0008663398094997955, -0.0004456712628074354, -0.002598685886566694, 0.0025481223577434164, 0.02137204527996244, 0.03746772977169391, 0.00119991870244142, -0.00036631766927348186, -0.0001198790424888077, -0.0008399636761801181, -0.0001264591880737781, 0.0005334246552678702, -0.005002993724507179, 0.00016132141370554573, 0.00021709175843266898, -0.03950961469513345, 0.0024823786924283164, 0.0009914127795814264, -0.00023387781792413127, -0.0005290922962891405, 0.01557122565671319, 0.18930566148817313, 0.05510094527196967, 0.0041705585620542395, -0.0003398263408561338, -0.0004751255063808929, -0.002129151060466944, 0.0014485526060048646, 0.02002023616780306, -0.024196299222199145, -0.0009320753155387921, 0.0001915745519444158, -0.00014578403735179262, -0.0006536489603669877, 0.000764264781912248, 0.0011686303375355823, 0.0010362171713563673, 0.0016539015346955397, -0.00040642142493451516
 Quasisymmetry objective=0.0029540958021529373
 aspect=5.985005725619784
 mean iota=0.42020929532241197

fun#81 - J=4.1e-02, Jf=6.6e-06, ⟨B·n⟩=6.3e-04, , C-C-Sep=0.09
Jf=6.6e-06, J_length=2.0e-06, J_CC=1.5e-07, J_CURVATURE=0.0e+00, J_MSC=5.5e-07, J_ALS=1.0e-07, J_LENGTH_PENALTY=8.4e-08
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.4, 4.0, 3.9, 3.8], mean squared curvature=[5.1, 5.1, 5.0, 5.1]
 surface dofs=0.04519404549153014, 0.002786094337874845, -0.00045916278552155724, -0.0004779560614679574, 0.0004933919536618462, 0.011306695111199284, 0.1850227253208882, -0.08091392105602113, -0.000307910424778358, 0.000866350023383713, -0.0004483068199216751, -0.0026129834800716896, 0.0025494287601894746, 0.021355426240253564, 0.03742328388274895, 0.0012252920359377925, -0.00036394000726239494, -0.00012403011060123207, -0.0008458422999451436, -0.00012300830611970285, 0.0005462493894288855, -0.005017640604476562, 0.00016342177731714353, 0.00020787516753209974, -0.03964945047929952, 0.002486299785612923, 0.0009939462358198802, -0.00023511915769679925, -0.0005607261554261638, 0.015567678938073292, 0.18936847112930574, 0.05511601034753976, 0.004202751409725742, -0.0003431730257063443, -0.00048093509296441393, -0.002147108247056932, 0.0014306885597710844, 0.020071383913837858, -0.024232465535429275, -0.0009307730287067549, 0.00017824466435317846, -0.00015190431941349195, -0.0006568283290225905, 0.0007714919622068976, 0.0011982257585408536, 0.0010102967641319575, 0.0016657103012337313, -0.0004126830488371287
 Quasisymmetry objective=0.0029317338153463713
 aspect=5.984737751965796
 mean iota=0.4202089680158435

fun#82 - J=4.0e-02, Jf=6.5e-06, ⟨B·n⟩=6.2e-04, , C-C-Sep=0.09
Jf=6.5e-06, J_length=2.0e-06, J_CC=1.5e-07, J_CURVATURE=0.0e+00, J_MSC=5.7e-07, J_ALS=1.0e-07, J_LENGTH_PENALTY=9.5e-08
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.4, 4.1, 3.9, 3.8], mean squared curvature=[5.1, 5.1, 5.0, 5.1]
